编码,名称
33.98213728,宁波江北赛科流体设备有限公司
33.98231993X,宁波红菱加热设备有限公司
33.9823801X,宁波威讯软件有限公司
33.98243536N,宁波江北春宁电器有限公司
33.98248409B,宁波迪亚工业设备有限公司
33.98507032,乐清市矩阵商贸有限公司
33.98765916A,宁波中车现代交通投资有限公司
33.99469701,宁波宝葫芦文化传媒有限公司
33.99488718Y,宁波市国际贸易投资发展有限公司宁波泛太平洋大酒店
33.99498107,宁波彩虹大药房有限公司
33.99498334M,宁波市江东国乾消防器材有限公司
33.99546935D,宁波和丰知识产权服务有限公司
33.99643364T,宁波大学科学技术学院
33.A003P0G2M,北京宇鸿创科科技有限公司
33.A259H8Q4L,江苏千文科技有限公司
33.A27WDPX64,杭州屹伟新能源科技有限公司
33.A27WP1A8F,云上城轨（浙江）供应链有限公司
33.A27X28G4X,杭州群测电子有限公司
33.A27X4AB1P,杭州君道建筑工程有限公司
33.A27X4QK7U,传化供应链管理有限公司
33.A27YXAJ1W,杭州车盾安防科技有限公司
33.A28134G8B,宁波市新华书店有限公司
33.A2814XB4D,宁波海创建筑工程有限公司
33.A2817D640,宁波北仑心居大药房有限公司
33.A2819P662,宁波互利家政服务有限公司
33.A281ABP58,宁波防雷安全检测有限公司
33.A281CWK39,宁波中恒华运汽车科技有限公司
33.A281EUY04,浙江仁欣环科院有限责任公司
33.A281F6293,宁波市永能电力产业投资有限公司电力工程安装分公司
33.A281FKF4T,宁波协众知识产权运营有限公司
33.A281H4EXB,宁波盈信科创减震器有限公司
33.A281KCT12,宁波福顺通管道工程有限公司
33.A281R3G7E,宁波市凯捷汽车销售服务有限公司
33.A281TGX4P,宁波康存贸易有限公司
33.A281W1QX9,宁波三山文化传媒有限公司
33.A281WKLXQ,宁波嘉柏科技有限公司
33.A281XFX96,宁波海曙雷虹达电脑有限公司
33.A281YC53K,宁波市百旺信息科技有限公司
33.A2820QM4P,宁波市东晟环境设备工程有限公司
33.A28223A55,宁波市阿旭生鲜菜篮子配送有限公司
33.A2824KU29,宁波香然之合餐饮有限公司
33.A2827AM1W,宁波兴鹏汽车服务有限公司
33.A282C7J1J,浙江视联文化传播有限公司宁波分公司
33.A282C9Q1P,浙江快捷汽车股份有限公司
33.A282EDK3A,宁波市鄞州井锐物流有限公司
33.A282EYP8A,宁波老年康复医院有限公司
33.A282FC30C,宁波中忆档案服务有限公司
33.A282J0F37,奇遇激光（宁波）有限公司
33.A282JYQX8,宁波三诚电气有限公司
33.A282M0A04,贝肯霍夫(中国)有限公司
33.A282P824F,宁波路邦道路救援有限公司
33.A282PP306,宁波市和通起重吊装有限公司
33.A282QLB32,宁波涌州消防设备有限公司
33.A282RLU1K,宁波繁德奇霖橡塑有限公司
33.A282XLX2P,湖北水都消防工程有限公司宁波分公司
33.A282XW53D,浙江和美文化旅游发展有限公司
33.A282XYPXW,宁波腾煌机械制造有限公司
33.A2831EN4Y,浙江通联机电装备科技有限公司
33.A2839578K,宁波市影逸装饰工程有限公司
33.A283N4L4W,宁波市鄞州易和综合门诊部有限公司
33.A283N9983,宁波市江北杨学民供水站
33.A283W4A9D,宁波长美新能源科技有限公司
33.A283XH963,宁波宸能电力自动化工程有限公司
33.A2845BQ6D,宁波信捷检测科技有限公司
33.A284F2C11,欧菲斯办公伙伴宁波有限公司江北分公司
33.A284JNG99,宁波麦捷科智能装备有限公司
33.A284KJQ8T,宁波市海曙鄞江盛斌机械厂
33.A284MRL3G,宁波市港通装饰工程有限公司
33.A284T99XT,余姚市昌士达塑料模具厂
33.A2855287L,浙江君临电气有限公司
33.A28619B00,苍南炫林工艺品有限公司
33.A2886EY5E,浙江安环安全科技有限公司
33.A28C5QM23,湖州纽曼汽车配件有限公司
33.A28ERB165,永康市迪力斯园林工具有限公司
33.A28F8AM5L,中浙高铁轴承有限公司
33.A28KH7F0A,舟山市庆丰铁路仪表有限公司
33.A28XY908X,杭州米聊企业管理咨询有限公司
33.A28Y0DA81,宁波市鄞州五乡好友图文设计室
33.A28YFCW27,浙江缘帅实业有限公司
33.A28YT4E27,宁波市江北弘捷印章标牌社
33.A28YW49XB,宁波赛冠新材料有限公司
33.A290EL43P,宁波新广测计量检测有限公司
33.A2917NL1T,宁波博瑞润伟机电科技有限责任公司
33.A291KPJ38,宁波市北仑区新矸天山木品厂
33.A2929CK46,宁波宗顺五金有限公司
33.A292M3J4L,宁波秋澳蔬菜配送有限公司
33.A292TJA1G,宁波奴玛流体科技有限公司
33.A293D9LX7,浙江晶宏新能源科技有限公司
33.A293GN64U,宁波海晨广告标识有限公司
33.A293KBP4K,宁波东实金属制品有限公司
33.A293QUG8M,宁波市鄞州首南海鸿沙石经营部
33.A293QXKX4,宁波昊蓝智能工程有限公司
33.A29JAE41A,湖州骏才科技有限公司
33.A29PL3B1R,浙江至诚工程咨询有限责任公司义乌分公司
33.A29WKCW6W,浙江永贵博得交通设备有限公司
33.A2AE2U29G,宁波速八企业服务有限公司
33.A2AE5HD4Y,宁波欧钛电子科技有限公司
33.A2AE8H73D,宁波新材料测试评价中心有限公司
33.A2AEDMG28,宁波市海曙侃侃园艺花店
33.A2AF20L96,宁波虎视文化传媒有限公司
33.A2AFRMA71,宁波市鄞州姜山鸿升机电设备经营部
33.A2AFTAY2X,宁波市海曙古林杰创广告服务部
33.A2AFYAR9B,宁波市雍丰餐饮管理有限公司
33.A2AGY958M,浙江中创招投标有限公司
33.A2AH3KN6F,宁波市鄞州五乡社邻超市
33.A2AH9GU4U,宁波金册档案服务有限公司
33.A2AHDPT4R,宁波维衡智能科技有限公司
33.A2AJ5JLX7,宁波里聿商贸有限公司
33.A2AJ8CNXX,宁波市鄞州翌达建筑装饰工程有限公司
33.A2AJJQU65,宁波市鄞州五乡一辉汽车维修服务部
33.A2BCXQCXA,利勃海尔运输系统（中国）有限公司
33.A2BE9Y838,浙江菱电冷却设备有限公司
33.A2CD5H47L,浙江卓圣物业管理有限公司
33.A2CH9GD7D,宁波百世名门电动门有限公司
33.A2CJ4FH07,宁波市海曙合逸房产经纪有限公司
33.A2CJ8JX89,宁波海天激光科技有限公司
33.A2CJARM4U,中星时代（浙江）电气科技有限公司
33.A2CJWK26F,宁波市鄞州国鑫纸箱包装有限公司
33.A2CKU4089,盐城市防雷设施检测有限公司宁波分公司
33.A2CL0EX50,宁波盈通轨道交通科技有限公司
33.A2CMRWGXR,宁波千合广告有限公司
33.A2CXCXN2W,嘉兴博传科技有限公司
33.A2D15JK6J,华荣照明有限公司
33.A2D5JPU67,浙江华跃环境科技有限公司
33.A2DU48B8B,台州龙昌工具有限公司
33.A2EF01NXM,宁波市鄞州东吴博鑫宾馆
33.A2EFMNCXA,宁波鄞州宁东段文超蔬菜摊
33.A2EMDDK5L,宁波市江北宁发消防器材商行
33.A2EPEBY6G,余姚市星空模具手板厂
33.A2EQ6B01K,宁波市镇海区蟹浦金锋电烙铁厂
33.A2EQNL01P,宁波海曙惠利计算机经营部
33.A2EQXQ19T,宁波市海曙越创计算机销售部
33.A2GLKYT8K,杭州众略企业管理咨询有限公司
33.A2GLPU256,杭州轻胜马文化传媒有限公司
33.A2GQCDQ58,宁波卓效房地产经纪有限公司
33.A2GQFE82R,宁波厉拓焊接设备有限公司
33.A2GQT2F13,宁波江北别样时光餐饮有限公司
33.A2GTAB78K,宁波方振机电有限公司
33.A2GU16J5U,宁波驷佰贸易有限公司
33.A2GUYLJ0F,宁波隆威环保工程有限公司
33.A2GVGLX6V,宁波市周氏鹏晨环保科技有限公司
33.A2GW7C480,宁波鄞州爱康卓悦健康体检中心有限公司
33.A2GWC8X3R,宁波净美智能科技有限公司
33.A2GWMA11W,宁波市海曙立捷燃气设备厂
33.A2H136F0A,杭州明禾建设有限公司
33.A2H4C1M7Y,浙江青晟环境科技有限公司
33.A2H4J8006,宁波恒辉机电科技有限公司
33.A2H4Q7K7J,宁波青橙自动化科技有限公司
33.A2H562B2F,宁波昱晟制冷科技有限公司
33.A2H56HE2C,宁波中智数科信息技术有限公司
33.A2H5L9T55,宁波市伊隆装饰工程有限公司
33.A2H6FWB3K,宁波有好房地产经纪有限公司
33.A2H7Y5C7X,宁波圣域机械有限公司
33.A2H81DQ8K,宁波市鄞州五乡竺平副食店
33.A2H8L7CXL,宁波诺格文旅发展有限公司
33.A2H8LQX2J,宁波恒捷检测技术有限公司
33.A2H8RF09R,宁波锋泰安全技术有限公司
33.A2H8UXL3M,宁波市海曙云平房产中介服务部
33.A2H8W859U,宁波协众智库专利代理事务所（普通合伙）
33.A2H8WNU95,宁波橙意满贸易有限公司
33.A2J1XAJ8C,浙江炬和科技有限公司
33.A2J3C5RX1,宁波雄风机械有限公司
33.A2J3EPNX7,宁波得食汇餐饮服务有限公司
33.A2J3MR30T,宁波市恩泽物业服务有限公司
33.A2J436T3F,宁波北仑沃隆环境科技有限公司江北分公司
33.A2J4KE11L,宁波市语博信息技术发展有限公司
33.A2J4MMU5X,宁波萌创企业管理有限公司
33.A2J4NBH1R,浙江蓝鲲企业管理咨询有限公司
33.A2J544NXK,宁波市安宸交通装备有限公司
33.A2J54L42L,浙江洁霸环保科技有限公司
33.A2J5A0Y0M,宁波青天文化传媒有限公司
33.A2J5B2U3F,宁波市智嘉房产经纪有限公司
33.A2J5F4CXQ,宁波市鄞州区户家晓房产经纪有限公司
33.A2J5LKL15,创造主艺（宁波）文化发展有限公司
33.A2J5Q0P0L,宁波车玩家汽车服务有限公司
33.A2J69DK1L,浙江皓洁供应链管理有限公司
33.A2J7QJC6D,宁波得食汇餐饮服务有限公司江北分公司
33.A2J7W6W3D,宁波匠工环保工程有限公司
33.A2JEEUH2K,浙江博菲重能电气有限公司
33.A2KMYBM10,中科核泰技术（杭州）有限公司
33.A2KN9NPXN,宁波豫晨科技有限公司
33.A2KNLR03P,宁波德诺传动有限公司
33.A2KPLG713,宁波市轨道永盈供应链有限公司
33.A2KQ5WH78,宁波江北区云慈餐饮店
33.A2MADP93K,台州市泽友机电科技有限公司
33.A2XNC616J,浙江统领服饰有限公司
33.A37U0K91Y,博库网络有限公司
33.A7ERA4A4G,宁波翊阳机电有限公司
33.A7F3U1AX6,浙江金骏贸易有限公司
33.A8GE7LC3K,杭州市钱塘区骏泽管理咨询工作室
33.ABMLBXNXK,宁波吉田正丰贸易有限公司
33.ABMQU3501,杭州和永科技有限公司
33.ABN1NXL8K,宁波信辉物流有限公司
33.ABNGAE01A,宁波江北俊英快餐店
33.ABPHN1959,宁波甬安特种设备管理有限公司
33.ABPM67Q31,宁波中承物业服务有限公司
33.ABPMY4X8Y,宁波江北瓦元里餐饮店
33.ABQ5PH63W,宁波市水务环境集团有限公司鄞州分公司
33.ABQPQA52K,宁波博浩齐图文广告有限公司
33.ABRM4RQ70,宁波海成智能装备有限公司
33.ABTLR8A4L,暖心食品（宁波）有限公司
33.ABYXR9RXW,宁波市昌法物资有限公司
33.AC1TM34XC,宁波守拙科技有限公司
33.AC91QFM9A,宁波科仕环境工程有限公司
33.ACAJ9BY45,宁波市鄞州东郊艾杰森家具商行
33.ACAW5YH13,杭州锦训会务有限公司
33.ACM18C7X5,宁波顺巨合贸易有限公司
33.ACM75A8X6,衢州鹏辉智慧能源技术有限公司
33.ACMFAQF65,国网浙江省电力有限公司宁波市鄞州区供电公司
33.ACUGP4N5M,宁波市江北宏林家具商行
33.ACWB2EM2B,宁波海曙新四方美食有限公司萌恒分公司
33.ACX1FMR6T,宁波东润广盈科技服务有限公司
33.AD03FCA62,宁波高新区海亚家具经营部
33.AD4G4QC6M,宁波市鄞州东郊金厨汇酒店用品经营部（个体工商户）
33.AD5D58J61,宁波鲸娱体育文化传播有限公司
33.AD8BQPP22,宁波壹柒零零国际贸易有限公司
33.AD9LXAM76,宁波佰立厨房设备有限公司
33.ADBBW1T1X,宁波中车智维科技有限公司
33.ADJRET080,宁波宇合餐饮管理有限公司
33.ADONET33X,宁波市翠艺园林绿化有限公司
33.B19981830,国家税务总局宁波市鄞州区税务局
33.F08020662,宁波市鄞州区防雷中心
33.HRB2836,euchi Unternehmensberatung fǖr Vertrieb und Ser
33.J8934843X,宁波市科技创新协会
33.J893734XP,宁波市智能制造协会
33.J8941138Y,宁波市海曙区勇军成人教育培训学校
33.J8949965L,宁波新东方学校
33.J9015785J,宁波美康国宾门诊部
33.K16057867,浙江省宁波市天一公证处
33.L12283805,宁波市鄞州古林鼎旺新型护栏厂
33.L14988657,宁波市鄞州五乡宏伟钜板厂
33.L1499335X,宁海县驰源电器厂
33.L36458600,宁波市海曙金木日用品商行
33.L36487730,宁波市北仑区大碶精达建材五金商行
33.L66721970,宁波市鄞州章水永耀线缆厂
33.L66749279,慈溪市掌起子俊钢结构厂
33.L71590530,宁波市鄞州无乡志成花木场
33.L7571297X,宁波市鄞州邱隘浩大热水器商行
33.L77910179,宁波市鄞州横溪甬耀纸制品厂（公司名有变更）
33.LS0000001,浙江省现代科普宣传研究中心
33.LS0000002,浙江余姚市健峰管理技术培训学校
33.LS0000004,梅塞尔切割焊接有限公司(昆山)
33.LS0000005,浙江国祥制冷工业股份有限公司
33.LS0000006,杭州利富豪空调设备有限公司
33.LS0000007,杭州玉泉假日旅行社有限公司
33.LS0000008,宁波永灵航空配件厂
33.LS0000010,浙江金宇机械电器有限公司
33.LS0000011,宁波精峰机械制造厂
33.LS0000012,浙江天铁实业有限公司
33.LS0000013,宁波明欣化工机械有限责任公司
33.LS0000014,浙江裕荣弹簧有限公司
33.LS0000015,浙江特富锅炉有限公司
33.LS0000016,宁波雅戈尔服饰有限公司湖南分公司
33.LS0000017,浙江大学
33.LS0000018,杭州科林爱尔气源设备有限公司
33.LS0000020,浙江华仪低压电器销售有限公司
33.LS0000021,浙江天信仪表有限公司
33.LS0000022,浙江省海盐精业机箱有限公司
33.LS0000023,杭州大众假期旅行社有限公司
33.LS0000024,中华人民共和国宁波海关
33.LS0000027,中国石油化工股份有限公司浙江宁波石油分公司
33.LS0000028,宁波南车产业基地开发建设有限公司
33.LS0000029,宁波市公共资源交易中心投标保证金专户（工程建设）
33.LS0000030,宁波市鄞州区五乡镇环境卫生管理站
33.LS0000031,宁波市鄞州区五乡镇财政管理办公室非税资金专户
33.LS0000032,浙江省公共资源交易中心投标保证金专户
33.LS0000033,宁波市江北区国库收付中心其他资金专户
33.LS0000034,宁波市职工互助保障会
33.LS0009991,宁波三江电子商务有限公司
33.MA06K34R6,益海嘉里食品科技有限公司
33.MA22A57G6,宁波旭茂智能科技有限公司
33.MA281K1C2,宁波市甬诚房产经纪有限公司
33.MA281ML74,宁波问创科技有限公司
33.MA283W5X3,宁波互奥电梯有限公司镇海分公司
33.MA2847BH8,宁波市海曙集士港明锐图文设计工作室
33.MA28YYX57,宁波市江北培妃广告设计工作室
33.MA290RYN7,宁波格瑞德电子科技有限公司
33.MA2AJ1P05,宁波亦企达科技服务有限公司
33.MA2ALF590,浙江热刺激光技术有限公司
33.MA2AWBLM8,雁能电力科技有限公司
33.MA2CFEX95,杭州杭芋科技有限公司
33.MA2CJWKMX,宁波永耀电力投资集团有限公司招标咨询分公司
33.MA2GTJ4B0,宁波崇瑞电子有限公司
33.MA2H4EUB7,宁波谦凯房产咨询有限公司
33.MA2H5RQ96,宁波市鄞州七彩阳光酒店有限公司
33.MA2HXK422,浙江贝畅智慧科技有限公司
33.MA2J47H58,之间空间设计（宁波）有限公司
33.MA2J592G3,宁波中杰建设工程有限公司
33.MABMTL723,浙江润轩消防科技有限公司
33.MABMXC8F3,宁波锦辰科技咨询有限公司
33.MABT1AG32,宁波航兴数码快印有限公司
33.MABT5C9T8,宁波前辰电气有限公司
33.MABTECNL0,浙江中数激光装备有限公司
33.MAC3CA16X,宁波市合盛堂医药有限责任公司
33.MAC3FE3L2,宁波橙寓商业管理有限公司
33.MAD2J50BX,宁波归壹咨询服务有限公司
33.MAD5BJG5X,温岭市箬横精皓机械厂（个体工商户）
33.MADNJM0X5,安丰（宁波）再生资源回收有限公司
33.MADPFBQ27,宁波大瀚科技有限公司
33.MAE4FUJ86,宁波福熙商贸有限公司
33.MAE4XCK57,宁波橙优商业管理有限公司
33.MB1521094,宁波市第九医院
33.MJ8728396,浙江省轨道交通和能源业联合会
33.NBHRLS002,HANKO TECH CO.LTD
33.NBHRLS003,"PNESOLUTION CO.,LTD"
33.NBHRLS004,SKYCHEM(韩国）
33.NBHRLS006,SOMAR ELECTROMCS  CO.LTD
33.NBHRLS007,UNIFE-THE EUROPEAN RAIL INDUSTRY
33.NBHRLS008,安徽天长市康龙电器配件厂
33.NBHRLS009,安徽源光电器有限公司
33.NBHRLS011,北仑海关
33.NBHRLS012,宁波市江东万胜机电工具商行
33.NBHRLS013,常熟电容器厂
33.NBHRLS014,常州市绝缘材料厂
33.NBHRLS015,慈溪市新达电气有限公司
33.NBHRLS016,大同市时代新材料技术有限公司
33.NBHRLS017,东莞市君仰电子科技有限公司
33.NBHRLS018,佛山市伟华文五金机械制造有限公司
33.NBHRLS019,韩国高丽机电公司
33.NBHRLS020,建良上海贸易有限公司宁波分公司
33.NBHRLS021,江苏惠瑞净化空调工程有限公司
33.NBHRLS022,江苏省新业净化设备公司
33.NBHRLS024,江阴源通高压电器公司
33.NBHRLS028,辽宁营口特种变压器公司
33.NBHRLS029,民安保险有限公司宁波中心支公司
33.NBHRLS031,南通欣祥电子元件有限公司
33.NBHRLS032,宁波高新区安利达物流有限公司
33.NBHRLS034,宁波汉泉自动门控有限公司
33.NBHRLS038,宁波亮亮焊接设备厂
33.NBHRLS039,宁波市德隆电容器镀膜有限公司
33.NBHRLS040,宁波市高翔电器有限公司
33.NBHRLS041,宁波市海曙富民包装材料有限公司
33.NBHRLS042,宁波市海曙光明包装材料供应站
33.NBHRLS046,宁波市江北巨丰通用零部件有限公司
33.NBHRLS047,宁波市江北人才开发服务中心
33.NBHRLS048,宁波市江北张朋汽车修理店
33.NBHRLS049,宁波市江东百丈东映工作室
33.NBHRLS050,宁波市江东恒基漆业有限公司
33.NBHRLS051,宁波市江东利通橡塑化工有限公司
33.NBHRLS052,宁波市江东申通有色金属材料供应站
33.NBHRLS053,宁波市江东新桥广告有限公司
33.NBHRLS054,宁波市江东亚宁机械配件厂
33.NBHRLS055,宁波市金秋建筑装饰工程有限公司
33.NBHRLS056,宁波市科技园区戈得纳米涂料有限公司
33.NBHRLS057,宁波市盛楠防护用品有限公司
33.NBHRLS058,宁波市星箭金属软管厂
33.NBHRLS059,宁波市鄞江盛斌机械厂
33.NBHRLS060,宁波市鄞州景福祥环氧防腐工程有限公司
33.NBHRLS061,宁波市鄞州邱隘绿森遮阳棚经营部
33.NBHRLS064,宁波市鄞州鄞江宏鼎机械厂
33.NBHRLS065,宁波市镇海互感器厂
33.NBHRLS067,宁波鑫盛达机械有限公司
33.NBHRLS068,宁波银利来有限公司
33.NBHRLS069,宁波用友公司
33.NBHRLS071,宁海县辰烨塑料电器厂（普通合伙）
33.NBHRLS075,上海普轩电子科技有限公司
33.NBHRLS077,上海神洲数码管理公司（宁波公司）
33.NBHRLS078,上海乡香米贸易有限公司
33.NBHRLS079,上海悦德实业有限公司
33.NBHRLS081,深圳市创为维新自动化有限公司
33.NBHRLS082,深圳市金凯博电子有限公司
33.NBHRLS083,深圳市金鑫弈科技有限公司
33.NBHRLS084,苏州工业园区金科物资贸易有限公司
33.NBHRLS087,苏州万马电子实业公司
33.NBHRLS088,温岭市通茂机械设备制造厂
33.NBHRLS091,余姚市健峰管理技术培训学校
33.NBHRLS094,浙江恒一电气有限公司
33.NBHRLS097,浙江万信物流有限公司
33.NBHRLS099,郑州华翔电子有限公司
33.NBHRLS100,中国太保公司宁波市海曙支公司
33.NBHRLS102,中石化宁波公司2
33.NBHRLS104,株洲四方配件公司
33.P01442150,朱雷
33.P11675240,潘惠英
33.P42875210,牟银芳
33.P91868160,严瑞荣
33.WH0000001,宁波市北仑区大碶有容包装材料厂
33.X3055984S,宁波市鄞州凝力市政工程有限公司
33.a2kptbr50,宁波博艳防水工程有限公司
33.ce,测试
33.nbcg0721,宁波市鄞州五乡雅丰保洁服务部
33.zjdc00039,杭州大域科技有限公司
33.zjdc00040,杭州梵隆方向盘有限公司
33.zjdc00043,杭州集控软件有限公司
33.zjdc00046,杭州擎洲软件有限公司
33.zjdc00047,杭州维导科技有限公司
33.zjdc00064,加贝物流股份有限公司
33.zjdc00090,宁波产城均胜新能源科技有限公司
33.zjdc00093,宁波高新区沁甬水处理设备有限公司
33.zjdc00094,宁波高新区森诺软件科技有限公司
33.zjdc00096,宁波格雷特汽车用品有限公司
33.zjdc00097,宁波光润建设工程有限公司
33.zjdc00098,宁波胜达高科企业管理咨询有限公司
33.zjdc00099,宁波合力制动系统有限公司
33.zjdc00100,宁波华格汽车零部件有限公司
33.zjdc00103,宁波江东和驰电力工程设计有限公司
33.zjdc00104,宁波鄞州阳辰五金机电有限公司
33.zjdc00106,宁波科阳之星金属制品有限公司
33.zjdc00107,宁波力坤钢结构有限公司
33.zjdc00109,宁波美联创意装饰工程有限公司
33.zjdc00110,宁波猛人得劳斯集成房屋有限公司
33.zjdc00111,宁波明日不锈钢制品有限公司
33.zjdc00112,宁波宁大施工图审查有限公司
33.zjdc00113,宁波奇祥机械有限公司
33.zjdc00117,宁波申江电气有限公司
33.zjdc00118,宁波申江科技股份有限公司
33.zjdc00119,宁波胜博文化传媒有限公司
33.zjdc00122,宁波市江北区华诚厨具维修部
33.zjdc00124,宁波市江北悦达电气有限公司
33.zjdc00125,宁波市锦运汽车服务有限公司
33.zjdc00126,宁波市柯玛士电器实业有限公司
33.zjdc00128,宁波市水利水电规划设计研究院
33.zjdc00129,宁波市天正工程咨询有限公司
33.zjdc00130,宁波市鑫星达家具有限公司
33.zjdc00132,宁波市鄞州邱隘天宝压铸厂
33.zjdc00134,宁波市鄞州区公共资源交易中心
33.zjdc00135,宁波市鄞州区规划设计院
33.zjdc00137,宁波市鄞州瑞佑机械有限公司
33.zjdc00138,宁波市鄞州塘溪明成电子配件厂
33.zjdc00139,宁波市鄞州塘溪万德机械配件厂
33.zjdc00142,宁波市鄞州五乡史欣物资经营部
33.zjdc00144,宁波市海曙雪利曼电子仪表有限公司
33.zjdc00145,宁波市鄞州扬景机电有限公司
33.zjdc00147,宁波市鄞州育王机车配件有限公司
33.zjdc00149,宁波市永能电力产业投资有限公司电力设计分公司
33.zjdc00151,宁波顺盈汽车配件有限公司
33.zjdc00152,宁波通成智能科技有限公司
33.zjdc00153,宁波威远税务师事务所有限公司
33.zjdc00154,宁波伟创检测仪器设备有限公司
33.zjdc00155,宁波信兴恒节能科技有限公司
33.zjdc00157,宁波银行股份有限公司国家高新区支行
33.zjdc00160,宁波中车城市轨道交通装备有限公司
33.zjdc00161,宁波中冠工程管理咨询有限公司
33.zjdc00163,宁波众科汽车科技有限公司
33.zjdc00169,瑞安市亚星汽车配件有限公司
33.zjdc00223,万向钱潮传动轴有限公司
33.zjdc00242,余姚市万国机械有限公司
33.zjdc00243,余姚市欣铁汽车附件有限公司
33.zjdc00249,浙江飞扬国际旅游集团股份有限公司
33.zjdc00251,浙江开天工程技术有限公司
33.zjdc00255,浙江省水利局
33.zjdc00269,中国石油化工股份有限公司浙江宁波分公司
33.zjdc00280,租房房东朱宗伟
33.zjdc009789,宁波三思仪器设备有限公司
33.zjdc09782,浙江森晟建设有限公司
33.zjdc09783,浙江兆久成信息技术股份有限公司
33.zjdc09784,浙江中安电子工程有限公司
33.zjdc09785,浙江宏海智能科技有限公司
33.zjdc09786,浙江迈新科技股份有限公司
33.zjdc09788,浙江蓝箭仪器有限公司
33.zjdc09999,宁波市鄞州区土地储备中心土地储备资金专户
34.08200501,蚌埠市经济开发区诺亚电脑科技商行
34.1201411,广州市番禺区石壁至诚君金属制品厂
34.1497397,芜湖市中亚汽车制动元件有限公司
34.15050547,中铁物资马鞍山商贸有限公司
34.15079119,安徽长江机床制造（集团）有限公司
34.15111489X,铜陵科达车辆装备有限责任公司
34.15154225,黄山泰客轨道电气有限公司
34.15370555,安徽巢湖万事达电工总厂
34.15371204,安徽江淮电缆集团有限公司
34.15371212,安徽华电线缆集团有限公司
34.15371561,安徽新科电缆集团股份有限公司
34.15371675,芜湖鼎汉轨道交通装备有限公司
34.15372003,安徽华菱电缆集团有限公司
34.28106052U,合肥万力轮胎有限公司
34.30506654,宁波市江东乐洁清洗服务部
34.46754167Y,安徽金诚汽车装饰设计开发有限公司
34.48716499M,马鞍山市海恒模具制造有限公司
34.49877089L,蚌埠依爱消防电子有限责任公司
34.52970966,安庆三维电器有限公司
34.560664,长虹塑料集团英派瑞塑料股份有限公司
34.56311939Q,安徽永芳汽车零部件有限公司
34.57177861,安徽太平洋电缆股份有限公司
34.58012679,蚌埠霏羽纸巾商贸有限公司
34.5851913X1,合肥成基铁路工程科技有限公司
34.59200687X,安徽旭峰电容器有限公司
34.61030638,合肥ABB变压器有限公司
34.61030713,合肥荣事达三洋电器股份有限公司
34.61040084,马鞍山钢铁股份有限公司车轮公司
34.61046584,安徽美祥实业有限公司
34.66793895,合肥超科电子有限公司
34.67093479,安徽纵横高科电缆股份有限公司
34.67094704,马鞍山泰达重工机械有限公司
34.68081468,安徽普力德特种设备有限公司
34.71392817,马鞍山市双益机械制造有限公司
34.73302631,安徽省潜山县特种制刷有限公司
34.74488547,安徽盛泰绝缘电气有限公司
34.75485574,合肥欧乐易达科技有限公司
34.75749450H,科威尔技术股份有限公司
34.76475822,合肥天海电气技术有限公司
34.76902207,马鞍山采石矶涂料有限公司
34.77112018,来安县亨通橡塑制品有限公司
34.77368293C,安徽来福电子科技有限公司
34.78106353X,马鞍山市扬力机械刃模厂
34.78428324,福斯润滑油（中国）有限公司
34.81077966,合肥威尔燃油系统股份有限公司
34.83639516,安徽快通管道清洗科技有限公司
34.84553687K,安徽瀚宇电气有限公司
34.84598148E,合肥讯华数字科技有限公司
34.91449095N,宝武集团马钢轨交材料科技股份有限公司
34.94112591W,安徽欧耐橡塑工业有限公司
34.95935280C,芜湖天弋能源科技有限公司
34.96919918,安徽瑞铁轨道装备有限公司
34.99379517U,安徽欧德曼压缩机有限公司
34.A1H81A716,安徽爱观视觉科技有限公司
34.A2MQ8U80K,安徽东海裕祥智能装备科技有限公司
34.A2MR0Q89F,国网安徽省电力有限公司桐城市供电公司
34.A2MTBJ858,安徽纵横人力资源管理有限公司
34.A2MXPQ204,合肥思艾汽车科技有限公司
34.A2NCTGLX6,桐城市宏业铁路配件有限公司
34.A2P18XN9M,马鞍山市雷狮轨道交通装备有限公司
34.A2RP8HR22,滁州荣创轨道交通装备有限公司
34.A2TUUY17R,安徽英大科特磁电科技有限公司
34.A2TX5H84A,芜湖泊啦图信息科技有限公司
34.A2U62M22Y,合肥智能语音创新发展有限公司
34.A2UQCM107,中铁合肥新型交通产业投资有限公司
34.A2URU6G65,阜南利云物流有限公司
34.A8N1DPM29,安徽领峰物流有限公司
34.A8PR7FU1R,安徽嘉臻信息科技有限公司
34.LS0000001,合肥光大表面工程设备公司
34.MA2UQXRM1,中佰工程设计集团有限公司
34.P02055250,刘伟苹
34.WH0000001,合肥龙翔电力设备有限责任公司
34.zjdc00002,安徽太平洋电缆集团有限公司
35.00001K51K,福州特来电新能源有限公司
35.0001MW93Q,厦门圆岛贸易有限公司
35.0001ZWD9L,厦门奥梅埃森设计文化传播有限公司
35.02820821,瓦克（厦门）化工有限公司
35.03008827N,厦门合兴华电子设备有限公司
35.0307812,厦门万丰永汽车科技有限公司
35.03282288,厦门美好出行物联网技术有限公司
35.05115506,中国远东国际招标有限公司厦门分公司
35.05317156,福建龙净环保股份有限公司
35.05428841,厦门市辉美工贸有限公司
35.05470117,厦门耐德电气有限公司
35.05490994X,厦门海合达电子信息股份有限公司
35.05492156,厦门盈趣汽车电子有限公司
